iter	RMSE
249	0.01433871118
250	0.0143349836
251	0.01432913318
252	0.01432506755
253	0.01431719446
254	0.01431241855
255	0.01430835497
256	0.01430424268
257	0.01430146931
258	0.01429770349
259	0.01429333656
260	0.01428673255
261	0.01428067833
262	0.0142732897
263	0.01426949247
264	0.01426146477
265	0.01425463385
266	0.0142499548
267	0.01424495933
268	0.01423975895
269	0.01423513899
270	0.01423130485
271	0.01422423399
272	0.01421874249
273	0.0142131451
274	0.0142092671
275	0.0142038096
276	0.01419606925
277	0.01419218678
278	0.01418421851
279	0.01417801252
280	0.01417531813
281	0.01417057456
282	0.0141654591
283	0.01415628942
284	0.01415015025
285	0.01414678788
286	0.01413819847
287	0.01413328955
288	0.01412852185
289	0.01412350548
290	0.01411824237
291	0.01411214068
292	0.01410846353
293	0.01410236088
294	0.01409824499
295	0.01409301587
296	0.01408836091
297	0.01408310128
298	0.01407590729
299	0.01407206786
300	0.01406500994
301	0.01405844657
302	0.01405343793
303	0.01404983865
304	0.01404658933
305	0.0140423785
306	0.01403657281
307	0.01403247678
308	0.01402593168
309	0.014021744
310	0.0140132106
311	0.01400508947
312	0.01400032442
313	0.01399515731
314	0.01398874909
315	0.01398253541
316	0.0139766967
317	0.01397171194
318	0.01396609115
319	0.01396100572
320	0.01395793232
321	0.01395350792
322	0.01394879954
323	0.01394306352
324	0.01393857434
325	0.01393353349
326	0.01392605265
327	0.01392159438
328	0.01391474273
329	0.01390858335
330	0.01390241161
331	0.01389721006
332	0.01389167586
333	0.01388742051
334	0.01388108201
335	0.01387710555
336	0.01387315274
337	0.01387065338
338	0.01386587825
339	0.01386159941
340	0.01385771488
341	0.01385499024
342	0.01384999746
343	0.013847012
344	0.01384465913
345	0.01383959475
346	0.01383568639
347	0.0138325519
348	0.01382838304
349	0.01382319179
350	0.01381835295
351	0.01381300714
352	0.01381028713
353	0.01380675472
354	0.01380391943
355	0.01380121218
356	0.01379393268
357	0.01378728519
358	0.01378310932
359	0.01377735594
360	0.01377179515
361	0.01376613592
362	0.01376004314
363	0.01375693181
364	0.01375212568
365	0.01374804906
366	0.01374482792
367	0.0137424956
368	0.01373949212
369	0.01373305967
370	0.01372906071
371	0.0137255448
372	0.01372171386
373	0.01371633663
374	0.01370938541
375	0.01370679059
376	0.01370365648
377	0.0136990586
378	0.01369491467
379	0.01369170872
380	0.01368760354
381	0.01368204292
382	0.0136772538
383	0.01367198456
384	0.01366679337
385	0.01366207282
386	0.01365818094
387	0.01365288081
388	0.01364927431
389	0.01364451152
390	0.0136384525
391	0.01363231836
392	0.01362742954
393	0.01362265608
394	0.01361813982
395	0.01361499776
396	0.0136102549
397	0.01360468264
398	0.01359887696
399	0.01359563643
400	0.01359242238
401	0.01358782982
402	0.01358465878
403	0.01357966796
404	0.0135754402
405	0.01357162032
406	0.01356765324
407	0.01356473837
408	0.01356059315
409	0.01355480157
410	0.01354903306
411	0.01354509273
412	0.01354116096
413	0.01353572529
414	0.01353174256
415	0.01352794274
416	0.01352421255
417	0.01351867162
418	0.01351365065
419	0.01351003915
420	0.01350593452
421	0.01350264419
422	0.01350046307
423	0.01349881812
424	0.01349579875
425	0.01348918298
426	0.01348165166
427	0.01347873583
428	0.01347463033
429	0.01347086361
430	0.01346852416
431	0.01346286579
432	0.01345827543
433	0.01345469813
434	0.0134517501
435	0.01344913117
436	0.01344588323
437	0.01344406792
438	0.01344077931
439	0.01343629442
440	0.01343171924
441	0.01342808202
442	0.01342372305
443	0.01341979721
444	0.01341576954
445	0.01341057727
446	0.01340542956
447	0.01340058217
448	0.01339522761
449	0.01339108749
450	0.01338781007
451	0.01338424899
452	0.01337970049
453	0.0133764888
454	0.01337523911
455	0.01337309263
456	0.013367417
457	0.01336356724
458	0.01335943826
459	0.01335505283
460	0.01335252497
461	0.01334909626
462	0.0133416706
463	0.01333779026
464	0.01333440182
465	0.01333182137
466	0.01333047178
467	0.01332589907
468	0.01332092593
469	0.01331819705
470	0.01331102358
471	0.01330793347
472	0.01330532629
473	0.01330088259
474	0.01329474891
475	0.01328990932
476	0.01328600532
477	0.01328112583
478	0.01327658879
479	0.01327541594
480	0.01327161992
481	0.01326830712
482	0.01326298351
483	0.01325876656
484	0.01325467
485	0.01325104326
486	0.01324763827
487	0.01324157757
488	0.01323742557
489	0.01323061163
490	0.01322637928
491	0.01322409111
492	0.01321986852
493	0.01321542162
494	0.01320977577
495	0.01320518018
496	0.0132029249
497	0.01319785028
498	0.01319448459
499	0.01319135806
500	0.01318404443
501	0.01318136641
502	0.01317756573
503	0.01317490492
504	0.01317131793
505	0.01316725397
506	0.01316347817
507	0.01316018327
508	0.01315635728
509	0.01315278638
510	0.01314829772
511	0.01314469289
512	0.01314158125
513	0.01313572683
514	0.01313269299
515	0.01312969714
516	0.01312671354
517	0.01312039014
518	0.01311835761
519	0.01311602444
520	0.0131129054
521	0.01310952235
522	0.01310645411
523	0.01310021393
524	0.01309753249
525	0.01309501757
526	0.01309275577
527	0.01309021466
528	0.01308684796
529	0.01308349244
530	0.01308094999
531	0.01307724384
532	0.0130737683
533	0.01307036809
534	0.01306742325
535	0.01306225773
536	0.01305927491
537	0.01305340014
538	0.0130466098
539	0.01304253065
540	0.01303609008
541	0.01303246249
542	0.01303014302
543	0.0130248042
544	0.01302173578
545	0.01301878137
546	0.01301640494
547	0.01301345142
548	0.01301077667
549	0.01300773391
550	0.01300253825
551	0.01299628446
552	0.01299338297
553	0.01298657782
554	0.01298479622
555	0.01298247223
556	0.01297986988
557	0.01297507161
558	0.01297074288
559	0.01296697581
560	0.01296377569
561	0.01295987097
562	0.01295697018
563	0.01295233309
564	0.01294842672
565	0.01294520337
566	0.01294103381
567	0.01293826159
568	0.01293476512
569	0.01293157115
570	0.01292985993
571	0.01292642625
572	0.01292388069
573	0.01292030607
574	0.01291685795
575	0.01291372387
576	0.01291077286
577	0.01290796051
578	0.01290543646
579	0.01290168838
580	0.01289696958
581	0.01289374915
582	0.01288946656
583	0.01288706335
584	0.01288415747
585	0.01288112395
586	0.01287533497
587	0.01287204904
588	0.01286934222
589	0.01286598591
590	0.01286268768
591	0.01285959645
592	0.01285533201
593	0.01285283231
594	0.01284900468
595	0.01284692383
596	0.01284277343
597	0.01284069955
598	0.01283721163
599	0.01283382277
600	0.01282775446
601	0.01282219962
602	0.01281810923
603	0.01281532613
604	0.0128101811
605	0.01280793269
606	0.01280436226
607	0.0128024412
608	0.01279967593
609	0.01279670112
610	0.01279314464
611	0.01278987951
612	0.01278530603
613	0.0127825996
614	0.01277956
615	0.0127771831
616	0.01277507769
617	0.01277010271
618	0.01276747277
619	0.01276464965
620	0.01276151309
621	0.01275925791
622	0.01275557187
623	0.01275274353
624	0.01275015759
625	0.01274754235
626	0.01274500054
627	0.01274259828
628	0.0127394336
629	0.01273610144
630	0.0127309722
631	0.01272846961
632	0.01272573025
633	0.01272345682
634	0.01272043209
635	0.01271717281
636	0.01271231968
637	0.01270890848
638	0.01270631797
639	0.0127012807
640	0.01269801759
641	0.01269494969
642	0.01269097156
643	0.01268911762
644	0.01268768049
645	0.01268344794
646	0.01268130032
647	0.01267942991
648	0.0126760603
649	0.01267214539
650	0.01266765648
651	0.0126657209
652	0.01266309367
653	0.01266124112
654	0.01265788619
655	0.01265532771
656	0.01265322906
657	0.01265015889
658	0.01264823165
659	0.01264638872
660	0.01264428796
661	0.01264097681
662	0.0126389772
663	0.01263394257
664	0.01263058823
665	0.01262511945
666	0.01262257813
667	0.01262063458
668	0.0126165629
669	0.01261151205
670	0.01260822817
671	0.01260497234
672	0.01260117882
673	0.01259857866
674	0.01259586157
675	0.0125926943
676	0.0125886473
677	0.01258610208
678	0.01258259466
679	0.01257898192
680	0.01257613815
681	0.01257225356
682	0.01256831604
683	0.01256625131
684	0.01256484896
685	0.01256118021
686	0.01255948099
687	0.01255782518
688	0.01255461098
689	0.01255125349
690	0.01254823741
691	0.0125449329
692	0.01254237641
693	0.01254012119
694	0.01253815218
695	0.01253611992
696	0.01253335937
697	0.01253059275
698	0.01252862834
699	0.0125250696
700	0.01252195698
701	0.01251869098
702	0.01251616364
703	0.01251304978
704	0.0125098882
705	0.01250658695
706	0.0125018475
707	0.01249813978
708	0.01249578814
709	0.01249100719
710	0.01248885854
711	0.01248636641
712	0.01248375236
713	0.0124813561
714	0.01247923727
715	0.01247791891
716	0.01247316751
717	0.0124715967
718	0.01247025224
719	0.01246724998
720	0.01246465894
721	0.01245978097
722	0.01245652524
723	0.01245233529
724	0.01244807103
725	0.01244497927
726	0.01244252598
727	0.01244054528
728	0.01243774452
729	0.01243552144
730	0.01243159957
731	0.01242951021
732	0.0124268798
733	0.01242500667
734	0.0124222589
735	0.01241968799
736	0.01241806116
737	0.0124149217
738	0.01241173129
739	0.01240801491
740	0.01240485948
741	0.01240252277
742	0.01240068019
743	0.01239820962
744	0.01239460195
745	0.01238944317
746	0.01238517828
747	0.01238166889
748	0.0123796913
749	0.01237452369
750	0.01237176085
751	0.01237000472
752	0.01236691043
753	0.01236414313
754	0.01236111377
755	0.01235667928
756	0.01235396388
757	0.01235071001
758	0.01234746311
759	0.01234458917
760	0.01234185893
761	0.01233808465
762	0.01233663198
763	0.01233265135
764	0.01233070998
765	0.01232726813
766	0.01232450203
767	0.01232110524
768	0.0123159391
769	0.01231044292
770	0.01230682725
771	0.01230247217
772	0.01229867911
773	0.01229386937
774	0.01229163627
775	0.0122894461
776	0.01228497702
777	0.01228104432
778	0.01227892681
779	0.01227590659
780	0.01227223035
781	0.01226706217
782	0.01226312455
783	0.01226054642
784	0.0122579822
785	0.01225612412
786	0.01225214228
787	0.01224851679
788	0.01224634802
789	0.01224439688
790	0.01224263693
791	0.01223915471
792	0.01223728524
793	0.01223463151
794	0.01223021301
795	0.01222734398
796	0.01222485571
797	0.01222192052
798	0.01221698602
799	0.01221358281
800	0.01221017819
801	0.01220771772
802	0.01220486819
803	0.01220157207
804	0.01219890691
805	0.01219693487
806	0.01219438662
807	0.01218974963
808	0.01218721462
809	0.01218433437
810	0.01218005813
811	0.01217680796
812	0.01217357432
813	0.01217168834
814	0.01216922549
815	0.0121664103
816	0.01216207374
817	0.01215887515
818	0.01215591885
819	0.01215373565
820	0.01215047565
821	0.01214597028
822	0.0121439466
823	0.01214237943
824	0.01214089699
825	0.01213868546
826	0.01213748535
827	0.01213474867
828	0.01213247186
829	0.01213044961
830	0.01212797062
831	0.0121247898
832	0.01212232961
833	0.01212008648
834	0.0121183316
835	0.01211457372
836	0.0121124215
837	0.01211024622
838	0.01210636462
839	0.01210435811
840	0.01210073507
841	0.01209824951
842	0.01209519715
843	0.01209373338
844	0.01209025498
845	0.01208862072
846	0.01208636649
847	0.01208399315
848	0.01207854615
849	0.01207480019
850	0.01207247657
851	0.01206937878
852	0.0120666089
853	0.01206411502
854	0.01206062597
855	0.0120584976
856	0.01205615853
857	0.01205251941
858	0.01204989988
859	0.0120462524
860	0.01204398672
861	0.01203927164
862	0.01203788096
863	0.01203445433
864	0.01203210537
865	0.01202954611
866	0.01202780002
867	0.01202609813
868	0.01202434545
869	0.01202206153
870	0.01201993338
871	0.01201483875
872	0.01201012192
873	0.01200709905
874	0.01200389431
875	0.01200146088
876	0.01199848315
877	0.0119961882
878	0.01199329289
879	0.01199201876
880	0.01198867254
881	0.01198593952
882	0.01198213337
883	0.01197950426
884	0.01197670573
885	0.01197386248
886	0.01197090375
887	0.01196802984
888	0.01196636018
889	0.0119641347
890	0.01196218899
891	0.0119587057
892	0.01195332869
893	0.01195018944
894	0.01194723854
895	0.0119444254
896	0.01194185802
897	0.0119395628
898	0.01193652221
899	0.01193480821
900	0.01193221875
901	0.01192867328
902	0.01192651545
903	0.01192410603
904	0.01191983621
905	0.01191819774
906	0.01191487444
907	0.01191284987
908	0.01190989666
909	0.01190697217
910	0.0119050749
911	0.01190160858
912	0.01189884289
913	0.01189561979
914	0.01189237005
915	0.01189011
916	0.01188777632
917	0.01188595325
918	0.01188199544
919	0.01187885585
920	0.01187560931
921	0.01187230117
922	0.01187047527
923	0.01186849309
924	0.01186587984
925	0.01186289309
926	0.01186003724
927	0.01185812528
928	0.01185452205
929	0.01185244735
930	0.0118496932
931	0.01184809887
932	0.01184474603
933	0.01184068434
934	0.01183967538
935	0.01183687229
936	0.01183506516
937	0.01183205368
938	0.01182731732
939	0.01182529518
940	0.01182249298
941	0.01181949488
942	0.01181634596
943	0.01181490852
944	0.01181351086
945	0.01181177949
946	0.01180917109
947	0.01180667685
948	0.01180472496
949	0.01180265306
950	0.01179948791
951	0.01179758362
952	0.01179416736
953	0.01179308299
954	0.0117901412
955	0.01178667039
956	0.01178221079
957	0.01177965854
958	0.01177744086
959	0.01177410296
960	0.01177316369
961	0.01177216894
962	0.01177056209
963	0.01176848475
964	0.01176117995
965	0.01175859595
966	0.01175681292
967	0.01175300026
968	0.01175099532
969	0.01174684825
970	0.0117450079
971	0.01174176168
972	0.01173983636
973	0.0117359402
974	0.01173329919
975	0.01172975015
976	0.01172839447
977	0.01172621853
978	0.01172453129
979	0.01172317459
980	0.01171922884
981	0.01171657523
982	0.01171453428
983	0.01171155256
984	0.01170984861
985	0.01170864414
986	0.01170560888
987	0.01170401786
988	0.01170233578
989	0.01169973002
990	0.01169805519
991	0.01169552204
992	0.01169256836
993	0.01169093454
994	0.01168847121
995	0.01168670755
996	0.01168339605
997	0.01168108634
998	0.01167783652
999	0.01167597658
